sample_id,seas,site,block,plot,year,month,date,species,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
J4A_LW,SP,J,J4,J4A,2018,5,15-May-18,Gaphl,1,,,,,,,,,,,,,,,,,1,,
J4A_LW,SP,J,J4,J4A,2018,5,15-May-18,Hygla,,,,1,1,1,,,,1,,,,,,1,,2,2,1
J4A_LW,SP,J,J4,J4A,2018,5,15-May-18,Lofil,,,,1,,,,,,,,,,,,,,,,
J4A_LW,SP,J,J4,J4A,2018,5,15-May-18,Logal,1,4,3,1,3,1,,,,1,1,1,3,4,,1,4,,,
J4A_LW,SP,J,J4,J4A,2018,5,15-May-18,Toarv,,,,,,,,,,,,,,,,,,1,,1
J4A_LW,SP,J,J4,J4A,2018,5,15-May-18,Trhir,,,,,,,,1,,,,,,,,,,,,
J4A_MI,SP,J,J4,J4A,2017,6,7-Jun-17,Acann,1,,2,1,,,1,,1,,1,1,2,,1,2,1,1,,
J4A_MI,SP,J,J4,J4A,2017,6,7-Jun-17,Aghet,,,,,,,,,,,,,,1,2,,,,,1
J4A_MI,SP,J,J4,J4A,2017,6,7-Jun-17,Cabre,,1,1,1,,,,,,,,,,,,1,1,,1,1
J4A_MI,SP,J,J4,J4A,2017,6,7-Jun-17,Gacal,2,2,,,,,,,,,,,,,,,,,,
J4A_MI,SP,J,J4,J4A,2017,6,7-Jun-17,Logal,,,,,,,,,,3,,,,,,,,,,
J4A_MI,SP,J,J4,J4A,2018,5,15-May-18,Adfas,,,,,,1,,,,,,,,,,,,,,
J4A_MI,SP,J,J4,J4A,2018,5,15-May-18,Cecun,,,,,,,,,,,,2,,,,,,,,
J4A_MI,SP,J,J4,J4A,2018,5,15-May-18,Femyu,,,,,,,1,,,,,,,,,,,,,
J4A_MI,SP,J,J4,J4A,2018,5,15-May-18,Hygla,,1,1,5,,3,4,2,5,2,5,,1,3,1,5,4,2,1,3
J4A_MI,SP,J,J4,J4A,2018,5,15-May-18,Logal,3,5,3,1,4,,,4,3,,,2,3,3,,1,1,,2,
J4A_MI,SP,J,J4,J4A,2018,5,15-May-18,Trhir,,,1,,,,,,,,,,1,,3,,,,,
J4A_UP,SP,J,J4,J4A,2017,6,7-Jun-17,Acann,,,,,,,,,,,,1,,,,,,,,1
J4A_UP,SP,J,J4,J4A,2017,6,7-Jun-17,Acgla,,1,1,,1,,,,2,,,,,1,,,,,,
J4A_UP,SP,J,J4,J4A,2017,6,7-Jun-17,Cabre,,,1,,,,2,2,1,1,,,2,1,,1,1,1,,
J4A_UP,SP,J,J4,J4A,2017,6,7-Jun-17,Cecun,,,,,,,,,,,,,,,1,,,,,
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Acbra,,,,,2,,,,,,1,,1,3,,,,1,,
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Acgla,,,,,,,,,,1,,,,,,,,,,
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Adfas,1,2,2,,,,,,,,,,,,,,,,,
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Cabre,,,,,,,,2,,2,,,,,,,,1,,2
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Hygla,1,,1,2,1,4,2,,,2,3,2,1,2,2,1,1,4,3,5
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Laser,,,,1,,,,,,,,,,,,,,,,
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Logal,,,,1,,,1,,,3,1,1,,,1,,4,,1,
J4A_UP,SP,J,J4,J4A,2018,5,15-May-18,Toarv,,,,,,,,,,,,,,,,,,1,,
J4B_LW,SP,J,J4,J4B,2017,6,7-Jun-17,none,,,,,,,,,,,,,,,,,,,,
J4B_LW,SP,J,J4,J4B,2018,5,15-May-18,Adfas,,,,1,1,2,3,1,5,6,,,,,,,,,,4
J4B_LW,SP,J,J4,J4B,2018,5,15-May-18,Brdia,,,,,,,,,,1,,,,,,,,,,
J4B_MI,SP,J,J4,J4B,2017,6,7-Jun-17,Adfas,1,,,,,,,,,,,,,,,,,,,
J4B_MI,SP,J,J4,J4B,2018,5,15-May-18,Adfas,,,,,1,,2,1,4,3,1,,1,2,,6,3,5,3,4
J4B_UP,SP,J,J4,J4B,2017,6,7-Jun-17,Adfas,,,,,,1,,,,,,,,,,,,,,
J4B_UP,SP,J,J4,J4B,2018,5,15-May-18,Adfas,4,2,1,1,2,3,10,4,4,4,1,2,4,,5,,2,,5,2
J4C_LW,SP,J,J4,J4C,2017,6,7-Jun-17,Adfas,,,4,2,,,,,,,,,,,,,,,,
J4C_LW,SP,J,J4,J4C,2017,6,7-Jun-17,Empen,,,,,,,,,,,,,3,3,,10,,4,7,1
J4C_LW,SP,J,J4,J4C,2017,6,7-Jun-17,Gaphl,,,,,,,,,,,,,3,,,1,,,,2
J4C_LW,SP,J,J4,J4C,2017,6,7-Jun-17,Toarv,,,,,,,,,,,2,3,,1,3,,,,,
J4C_LW,SP,J,J4,J4C,2017,6,7-Jun-17,Hygla,,,,,,,,,1,,,1,,1,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Aicar,,1,,,,,,,,,,,,,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Avbar,,,,,,,,,,,4,,,3,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Gaphl,,,,1,,,,,1,,,,,,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Hesco,,,,,,,,,,,,,,,,,,,,1
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Hygla,1,2,4,2,,3,1,1,4,2,,2,,3,3,3,1,1,1,3
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Laser,2,1,1,,,,,,,,2,,,,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Logal,4,,1,1,3,1,1,2,1,4,2,6,4,,4,,5,5,6,7
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Pslut,1,,,,,,,,,,,,,,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Soasp,,,,,,,,,,,,1,,,,,,,,
J4C_LW,SP,J,J4,J4C,2018,5,15-May-18,Toarv,,,,,,,1,,,,,,,,,2,,,,1
J4C_MI,SP,J,J4,J4C,2017,6,7-Jun-17,Toarv,1,,,,,,,,,,,,,,,,,,,
J4C_MI,SP,J,J4,J4C,2018,5,15-May-18,Adfas,2,2,1,1,,,,,,,,,,,,,,,,
J4C_MI,SP,J,J4,J4C,2018,5,15-May-18,Hygla,1,,,,,,1,,,,,,,,,,,1,,
J4C_MI,SP,J,J4,J4C,2018,5,15-May-18,Laser,1,,,,,,,,,,,,,,,,,,,
J4C_MI,SP,J,J4,J4C,2018,5,15-May-18,Lofil,,,,,,,,,1,,,,,,,,,,,
J4C_MI,SP,J,J4,J4C,2018,5,15-May-18,Logal,1,,1,1,1,1,1,1,,,2,1,1,,3,,1,1,2,
J4C_UP,SP,J,J4,J4C,2017,6,7-Jun-17,Empen,5,,,,,,,,,,,,,,,,,,,
J4C_UP,SP,J,J4,J4C,2018,5,15-May-18,Adfas,,,1,,,,,,,,,,,,,,,,,
J4C_UP,SP,J,J4,J4C,2018,5,15-May-18,Cemel,,,,,,,,,,,1,1,,,1,,,,,
J4C_UP,SP,J,J4,J4C,2018,5,15-May-18,Hesco,,,,,,,,,,,,,,,,,,,,1
J4C_UP,SP,J,J4,J4C,2018,5,15-May-18,Hygla,,,,,1,,,,,,,,2,,,2,,,,1
J4C_UP,SP,J,J4,J4C,2018,5,15-May-18,Lofil,,,,,,,,,,,,1,,,,,,,,
J4C_UP,SP,J,J4,J4C,2018,5,15-May-18,Logal,1,,,2,1,,,,,1,1,,,1,,1,1,1,3,
J4D_LW,SP,J,J4,J4D,2017,6,7-Jun-17,Acann,2,2,6,5,2,4,4,5,4,1,,1,1,1,,1,4,3,3,2
J4D_LW,SP,J,J4,J4D,2017,6,7-Jun-17,Gacal,1,,,,,,,,,4,,,,,,,,,,
J4D_LW,SP,J,J4,J4D,2017,6,7-Jun-17,Logal,,,,,,,,,,,,,,2,2,3,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Acbra,,,,,,,,,,,,,,,1,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Acgla,,,,,3,4,3,,15,3,,,,,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Acpar,,1,2,,,,,,,,3,,,,1,4,6,3,,5
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Adfas,,,,,5,,,,,,,1,3,7,5,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Cecun,,,,,,8,,,1,,,,,,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Chpom,3,1,,1,,2,,1,,,,,,,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Femic,,,,,,,,,,,,,,,,,,1,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Gacal,,,,1,,1,4,,,5,,1,1,,,,1,,2,3
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Gaphl,,,,,,,,,2,,,,,,,,,,3,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Hesco,,,,,,,,,,2,,,,1,,,,1,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Hygla,3,1,15,,1,5,7,2,4,5,3,2,,,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Laser,,,,,,,2,,,1,,,,,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Miaur,,6,6,6,5,3,,1,,,,2,10,2,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Soasp,,,,,,2,,,,,,,,,,,,,,
J4D_LW,SP,J,J4,J4D,2018,5,15-May-18,Toarv,,1,5,2,,,,,1,,,1,,,,1,,2,,
J4D_MI,SP,J,J4,J4D,2017,6,7-Jun-17,Acann,,3,,3,3,5,3,1,,,2,1,1,2,1,2,2,2,1,2
J4D_MI,SP,J,J4,J4D,2017,6,7-Jun-17,Toarv,,,1,2,,,,,,,3,1,1,1,4,,,,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Acbra,1,,,,,,,2,,,,1,,1,2,,,,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Acgla,,2,,,1,1,1,1,,,,,,,,,,,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Acpar,,,,,,,,,,,,,,1,1,,,2,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Cecun,,,,,,,,,,,,,,,,,,,1,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Cyech,,,,,,,,,,,2,1,,,,,,,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Epmin,,,,,,,,,,,,,,1,,1,,,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Hygla,3,4,6,5,3,,4,5,4,6,4,1,5,,4,,,4,4,2
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Logal,,2,,,,,,,1,,,,,,,,1,,,1
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Soasp,,1,,,,,,,,,,,,,,,,,,
J4D_MI,SP,J,J4,J4D,2018,5,15-May-18,Toarv,,1,,,,,,,,,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2017,6,7-Jun-17,Acann,1,1,1,,,2,5,5,6,4,,,1,3,2,2,2,2,1,2
J4D_UP,SP,J,J4,J4D,2017,6,7-Jun-17,Acgla,,,,1,4,2,,,,1,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2017,6,7-Jun-17,Gacal,,,,,,,,,,1,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2017,6,7-Jun-17,Toarv,,1,,,1,2,1,4,1,2,,,,,,,,,1,1
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Acgla,1,,,,,1,,,,,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Acpar,,,,,1,,,,,,,1,2,3,,1,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Adfas,3,3,12,,2,4,11,5,8,10,5,4,5,2,2,2,2,3,8,4
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Cecun,,,,2,,,,,,,,3,,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Ercal,,,,,,,,,,,2,,,3,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Hesco,,,,,,5,,,,,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Hycon,,,,,1,,,,,,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Hygla,,1,,2,,5,,4,2,5,2,3,2,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Soasp,,,,,,,,1,,,,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Toarv,1,1,,1,2,,,2,1,,1,,,,,,,,,
J4D_UP,SP,J,J4,J4D,2018,5,15-May-18,Trhir,,,,1,,,,1,,,2,2,,1,,,,1,,
J4E_LW,SP,J,J4,J4E,2017,6,7-Jun-17,Acann,,1,1,1,,,1,3,,2,1,,2,1,1,1,1,1,,1
J4E_LW,SP,J,J4,J4E,2017,6,7-Jun-17,Acgla,,,,,,,,,,,1,,,,,,,,,
J4E_LW,SP,J,J4,J4E,2017,6,7-Jun-17,Adfas,,,,,,3,,,4,,,,,,,,,,,
J4E_LW,SP,J,J4,J4E,2018,5,15-May-18,Acbra,,,,,,,,,2,,,,,,,1,,,,
J4E_LW,SP,J,J4,J4E,2018,5,15-May-18,Acgla,1,1,4,,,,,1,,,1,,2,4,2,,,,,
J4E_LW,SP,J,J4,J4E,2018,5,15-May-18,Acpar,,,4,,1,1,,,,,,1,,,,1,,,1,
J4E_LW,SP,J,J4,J4E,2018,5,15-May-18,Adfas,,,,,,,,,,1,,,,,,,,,,1
J4E_LW,SP,J,J4,J4E,2018,5,15-May-18,Cecun,2,2,,,2,,,,,,,,,,,1,,,,
J4E_MI,SP,J,J4,J4E,2017,6,7-Jun-17,Acann,,,2,1,1,1,2,3,2,2,1,7,1,2,3,1,1,2,4,2
J4E_MI,SP,J,J4,J4E,2017,6,7-Jun-17,Acgla,,,,,,,,,1,,,,,,,,,,,2
J4E_MI,SP,J,J4,J4E,2017,6,7-Jun-17,Adfas,,,,,,,,,,,,,2,,,,,,,
J4E_MI,SP,J,J4,J4E,2017,6,7-Jun-17,Trmic,1,,,,,,,,,,,,,,,,,1,,
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Acbra,,1,,,2,,,,,,,,,,,,,,,
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Acgla,,,1,,,,,5,,,8,2,,2,,,,4,,1
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Acpar,3,,1,,,1,,1,,,2,1,1,2,3,4,3,1,1,6
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Adfas,,,,2,2,1,4,3,4,3,,,,,1,,,,,
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Gaapa,,,,,,,,1,,,,,,,,,,,,
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Logal,,,,,,,,1,,,,,,,,,,,,
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Namel,,,1,,,,,,,,,,,,,,,,,
J4E_MI,SP,J,J4,J4E,2018,5,15-May-18,Trmic,,,,1,,,,,,,1,,,,,,1,,2,
J4E_UP,SP,J,J4,J4E,2017,6,7-Jun-17,Acann,,,3,2,,,,3,3,1,,2,2,,1,,2,,,2
J4E_UP,SP,J,J4,J4E,2017,6,7-Jun-17,Adfas,,,,,,,1,,1,,,,,1,,,,,,
J4E_UP,SP,J,J4,J4E,2017,6,7-Jun-17,Trhir,,,,,1,,,,,,,,,,,,,,,
J4E_UP,SP,J,J4,J4E,2017,6,7-Jun-17,Trmic,,2,,,,1,2,1,,1,2,,,1,1,5,1,3,4,
J4E_UP,SP,J,J4,J4E,2018,5,15-May-18,Acbra,,3,,,,,,,,,,,,,1,,,,,
J4E_UP,SP,J,J4,J4E,2018,5,15-May-18,Acgla,3,3,,,,,1,,,,2,4,,4,3,,,,,
J4E_UP,SP,J,J4,J4E,2018,5,15-May-18,Acpar,,,,,,,,3,3,1,,,,,,,,,,
J4E_UP,SP,J,J4,J4E,2018,5,15-May-18,Adfas,4,4,4,5,4,6,5,2,6,5,6,3,6,3,7,,2,3,7,4
J4E_UP,SP,J,J4,J4E,2018,5,15-May-18,Gacal,,,,,,,,,,,,,,1,,,,,1,
J5A_LW,SP,J,J5,J5A,2017,6,7-Jun-17,Acann,1,1,3,2,,1,3,,,,2,2,1,,,,,1,2,1
J5A_LW,SP,J,J5,J5A,2017,6,7-Jun-17,Acgla,,,,,,,,,,,,,1,,,,,,,
J5A_LW,SP,J,J5,J5A,2017,6,7-Jun-17,Adfas,,,1,,2,3,3,6,4,3,2,,,,,1,1,1,2,
J5A_LW,SP,J,J5,J5A,2018,5,16-May-18,Acbra,,1,1,,,2,,2,1,,2,2,,2,,1,1,1,,2
J5A_LW,SP,J,,J5A,2018,5,16-May-18,Acgla,3,2,,1,2,,,,,4,,,,,2,,2,,2,4
J5A_LW,SP,J,J5,J5A,2018,5,16-May-18,Acpar,,,,,,,,,,,1,,,,,,,,,
J5A_LW,SP,J,J5,J5A,2018,5,16-May-18,Adfas,1,4,,1,3,,,,1,,2,3,2,,,,1,,,
J5A_LW,SP,J,J5,J5A,2018,5,16-May-18,Hygla,,,,,,,,,,,,1,,,,,,,,
J5A_LW,SP,J,J5,J5A,2018,5,16-May-18,Lofil,1,,,,,,,,,,,,,,,,,,,
J5A_LW,SP,J,J5,J5A,2018,5,16-May-18,Logal,,,,,,,,,,,,,,,,,,1,,
J5A_MI,SP,J,J5,J5A,2017,6,7-Jun-17,Acann,4,1,1,,1,1,,2,2,4,3,1,,,,1,2,,,1
J5A_MI,SP,J,J5,J5A,2017,6,7-Jun-17,Acgla,3,,,,,,,,,,,,,,3,,,,,
J5A_MI,SP,J,J5,J5A,2017,6,7-Jun-17,Cecun,,,,,,,,,,,,,1,,,,,,,
J5A_MI,SP,J,J5,J5A,2018,5,16-May-18,Acbra,6,4,4,3,2,1,,,1,4,,,1,2,,2,1,1,,1
J5A_MI,SP,J,J5,J5A,2018,5,16-May-18,Acgla,,,,,,,6,1,,,,,1,,4,1,,,2,
J5A_MI,SP,J,J5,J5A,2018,5,16-May-18,Acpar,,,,,,,,,,,,,,,,,1,3,,1
J5A_MI,SP,J,J5,J5A,2018,5,16-May-18,Adfas,1,2,1,,1,,,,,,1,,,,,,,,,
J5A_UP,SP,J,J5,J5A,2017,6,7-Jun-17,Acann,,,,,1,,,,,,2,1,3,2,3,1,1,3,,2
J5A_UP,SP,J,J5,J5A,2018,5,16-May-18,Acbra,,1,1,,2,,1,,3,,1,,1,,,1,1,1,,2
J5A_UP,SP,J,J5,J5A,2018,5,16-May-18,Acpar,,,,,,,,,,,,,,,1,,,,,
J5A_UP,SP,J,J5,J5A,2018,5,16-May-18,Adfas,1,1,,,3,,,,,,,,,,,2,5,,3,6
J5A_UP,SP,J,J5,J5A,2018,5,16-May-18,Trhir,,,,,,,,,,,,,,,,,,1,,
J5B_LW,SP,J,J5,J5B,2017,6,7-Jun-17,none,,,,,,,,,,,,,,,,,,,,
J5B_LW,SP,J,J5,J5B,2018,5,16-May-18,Adfas,,,,,,,,,,,,,,,1,1,1,,,
J5B_LW,SP,J,J5,J5B,2018,5,16-May-18,Ercal,,,,,,,,,,,,,,,,,2,,,
J5B_MI,SP,J,J5,J5B,2017,6,7-Jun-17,Ercal,3,,,,,,,,,,,,,,,,,,,
J5B_MI,SP,J,J5,J5B,2018,5,16-May-18,Ercal,,1,,,,,,1,2,,,,,,,,,,1,1
J5B_MI,SP,J,J5,J5B,2018,5,16-May-18,Chpom,,,,,,,,,,1,,,,,,,,,,
J5B_UP,SP,J,J5,J5B,2017,6,7-Jun-17,Adfas,,,,,,2,1,,,,1,,,,,,,,,
J5B_UP,SP,J,J5,J5B,2018,5,16-May-18,Adfas,,,,,,,,,2,1,,,,3,4,,,,,
J5B_UP,SP,J,J5,J5B,2018,5,16-May-18,Ercal,,,,,,,,,,,,,,,,2,1,2,6,1
J5C_LW,SP,J,J5,J5C,2017,6,7-Jun-17,Adfas,4,5,1,,,,,1,3,6,,1,,,,,,1,4,8
J5C_LW,SP,J,J5,J5C,2017,6,7-Jun-17,Empen,,,,,,,,,,,,,,,,3,,,,
J5C_LW,SP,J,J5,J5C,2017,6,7-Jun-17,Gaapa,,,,,,,,,,,,2,1,,,,,,,
J5C_LW,SP,J,J5,J5C,2017,6,7-Jun-17,Logal,,,,,,,,,,,,3,1,4,,,,,,
J5C_LW,SP,J,J5,J5C,2017,6,7-Jun-17,Femyu,,,,,,,,,,,,,,,,,2,2,1,
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Adfas,7,,5,5,10,3,7,2,1,2,1,2,1,1,1,5,4,3,5,4
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Gacal,,,,,,,,,,,,,,,1,2,,,,
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Gaphl,,1,1,,,,,,,,,,,,,,,,,
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Lofil,,,,,,,,,1,,,,,,,,,,,
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Logal,,,,,,,,,1,,,,,,,,,,,
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Magra,,,,,,,,,1,,1,,,,1,,,,,
J5C_LW,SP,J,J5,J5C,2018,5,16-May-18,Stlep,1,2,,,,,,,,,,,,,,,,,,
J5C_MI,SP,J,J5,J5C,2017,6,7-Jun-17,Adfas,,,,,1,1,3,3,1,1,1,,,,5,,,,1,
J5C_MI,SP,J,J5,J5C,2017,6,7-Jun-17,Empen,1,2,,,,,,,,,,,,,,,,,,2
J5C_MI,SP,J,J5,J5C,2017,6,7-Jun-17,Gaapa,,,,,,3,,,,,,,,,,,,,,
J5C_MI,SP,J,J5,J5C,2017,6,7-Jun-17,Lofil,1,,1,,,,,,,,,,,2,,,,1,,
J5C_MI,SP,J,J5,J5C,2018,5,16-May-18,Adfas,,,,,,1,,,,5,,,,2,2,1,,3,3,1
J5C_MI,SP,J,J5,J5C,2018,5,16-May-18,Femyu,3,,1,4,1,3,2,1,2,,2,,1,1,,,1,,,1
J5C_MI,SP,J,J5,J5C,2018,5,16-May-18,Gaphl,,,,,,,,,,,,,1,,,,,,,1
J5C_MI,SP,J,J5,J5C,2018,5,16-May-18,Hygla,,,,,,,,,,,,,,,1,,,,,
J5C_MI,SP,J,J5,J5C,2018,5,16-May-18,Logal,1,,1,1,,,,,,,,,,1,,,,,,1
J5C_MI,SP,J,J5,J5C,2018,5,16-May-18,Magra,,,,,,,,,,,,,1,,1,,1,,,
J5C_UP,SP,J,J5,J5C,2017,6,7-Jun-17,Adfas,,,,,,,,,,1,2,1,,,,1,,,,
J5C_UP,SP,J,J5,J5C,2018,5,16-May-18,Adfas,,,,,,,,,,,,,,,,,,,,2
J5C_UP,SP,J,J5,J5C,2018,5,16-May-18,Femyu,,,,,,,,,,,1,,,1,,,,,,
J5C_UP,SP,J,J5,J5C,2018,5,16-May-18,Gaphl,,,,,,,,,,,,,1,1,,,,,,
J5C_UP,SP,J,J5,J5C,2018,5,16-May-18,Logal,,,,,,,,,,1,,1,,,,,,,,2
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Acann,,,,,,,,,,1,1,,,,,,,,,1
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Adfas,2,2,2,2,1,,,,,,,1,,,,,,,,
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Crmur,,,,,,1,,,1,,,,,,,,,,,
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Empen,,,,,,,,,,,,,,,,,,1,,
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Gapar,,,,,,,,,,,,,,,1,,,,,
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Laser,,,,,,,,,,,,,,,,1,2,1,1,
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Logal,,,,,,,,,,,,1,1,1,1,1,1,1,,2
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Pimon,,,1,,,,,,,,,,,,,,,,1,
J5D_LW,SP,J,J5,J5D,2017,6,7-Jun-17,Stlep,,,,,,,3,,1,,,,,,,,,,,
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Acgla,,,,,1,,,3,4,,,,,,,,,,,
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Acpar,,1,2,,1,1,1,1,,1,3,3,1,2,,,1,1,2,1
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Ercal,,,,,,,,,,,,,1,,,,,,,
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Gaphl,,,2,1,1,,3,,,,,,,2,1,,1,,2,1
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Hygla,,,,,,,,,,,1,,,,,,,,,
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Logal,1,,,1,,1,,,,2,,,,,,,,4,,
J5D_LW,SP,J,J5,J5D,2018,5,16-May-18,Stlep,1,,1,1,,2,1,1,3,2,2,,1,,,18,4,1,4,
J5D_MI,SP,J,J5,J5D,2017,6,7-Jun-17,Acgla,,,,,,,,1,,,,,,,,,,,,
J5D_MI,SP,J,J5,J5D,2017,6,7-Jun-17,Adfas,,,,,,,,,,,,,,,,,,1,,
J5D_MI,SP,J,J5,J5D,2017,6,7-Jun-17,Crmur,,,,,,,,,,,,,,,,,1,1,1,
J5D_MI,SP,J,J5,J5D,2017,6,7-Jun-17,Empen,,,,,,3,3,,4,5,3,,1,,,1,,,,1
J5D_MI,SP,J,J5,J5D,2017,6,7-Jun-17,Gaphl,,,,,,,,,,,,,,,,,1,1,,
J5D_MI,SP,J,J5,J5D,2017,6,7-Jun-17,Soasp,,,,,,,,,,,,,,,,,1,1,,3
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Acgla,,,,,,,,,3,,,,,3,,,,,2,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Acpar,1,1,,,,,1,2,,1,,3,1,1,,,2,1,2,1
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Adfas,,,,,,,1,1,,,,,2,2,,,,,1,2
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Epmin,,,,,,,,,,,,,,,,1,,,,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Ercal,5,2,,,,,,,,,,,,,,,,1,,2
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Ercal,,,,,6,,,,,,,,,,,,,,,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Femyu,,,,,,,,,,,1,,,1,,,,,,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Gaphl,,,1,,,,1,1,,,5,1,1,,3,1,,1,,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Lofil,,,1,,,,,,,,,,,,,,,,,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Logal,,,2,2,,1,,,,1,1,2,1,,,,2,1,,2
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Magra,,,1,,,,,,2,1,2,,,1,,,,,,
J5D_MI,SP,J,J5,J5D,2018,5,16-May-18,Namel,,,,,,,,,,,,,,,,1,,1,,
